"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"98","100925_at","Smim10l1","381820","small integral membrane protein 10 like 1",-0.259493974223697,6.61793112833338,-0.679732084999043,0.508948982367724,0.998896937370612,-4.66577376433531
"99","100927_at","Pltp","18830","phospholipid transfer protein",0.166812125078488,7.27618504371865,1.22454684149709,0.243109739110006,0.998896937370612,-4.55846508412027
"100","100928_at","Fbln2","14115","fibulin 2",0.0538974842333282,8.27053416540488,0.274799363349387,0.787916836559855,0.998896937370612,-4.70974529774212
"101","100944_at","AW112010","107350","expressed sequence AW112010",-0.134635362011418,6.56437900550089,-0.589344982302468,0.566029571317535,0.998896937370612,-4.67857902973428
"102","100946_at","Hspa1b","15511","heat shock protein 1B",0.0496383179624624,7.1598876781924,0.102947597268919,0.919622176031095,0.998896937370612,-4.71736535718616
"103","100955_at","Ube2t","67196","ubiquitin-conjugating enzyme E2T",0.0221514695555216,4.69531025432884,0.140799665398776,0.890250383111093,0.998896937370612,-4.71627809710079
"104","100957_at","Ssbp1","381760","single-stranded DNA binding protein 1",-0.200120235257949,7.21543030739426,-0.585970038377276,0.568226266384491,0.998896937370612,-4.67902545590247
"105","100964_at","Vti1b","53612","vesicle transport through interaction with t-SNAREs 1B",-0.210736675191297,8.56166980001746,-0.854014254333975,0.409013217278707,0.998896937370612,-4.63669819539206
"106","100970_at","Akt1","11651","thymoma viral proto-oncogene 1",-0.0197495622601824,7.86813475464399,-0.143033725045624,0.888521659315286,0.998896937370612,-4.71620342463007
"107","100977_at","Pdk1","228026","pyruvate dehydrogenase kinase, isoenzyme 1",-0.222539001831127,7.15801767312741,-1.37321413759079,0.193588340334691,0.998896937370612,-4.52205692044834
"108","100979_at","Rnf138","56515","ring finger protein 138",-0.292297396077061,5.75438978010094,-1.34662467955214,0.201784665438075,0.998896937370612,-4.52874093692905
"109","100981_at","Ifit1","15957","interferon-induced protein with tetratricopeptide repeats 1",-0.0730013914438681,4.1878426750727,-0.454026605362735,0.657518194694027,0.998896937370612,-4.69462064796584
"110","100982_at","Kctd9","105440","potassium channel tetramerisation domain containing 9",-0.18922467405238,7.6378376619209,-0.973974053083843,0.348366469216759,0.998896937370612,-4.61361287634613
"111","100984_at","Atf1","11908","activating transcription factor 1",-0.300095014559657,8.37743838219332,-1.0397271390592,0.317974320829061,0.998896937370612,-4.5999947791937
"112","100985_at","Siah1a","20437","siah E3 ubiquitin protein ligase 1A",-0.260534999234674,7.56507619999146,-2.03311206219777,0.0636258457576851,0.998896937370612,-4.34058722775336
"113","100990_g_at","Itgb1bp1","16413","integrin beta 1 binding protein 1",-0.353502438129144,7.39206924934519,-1.45835076032788,0.169174979126172,0.998896937370612,-4.50020397773193
"114","100992_at","Phc1","13619","polyhomeotic 1",-0.168611216382592,6.96307865316926,-1.27882188090554,0.223972274467351,0.998896937370612,-4.54545372104028
"115","101000_at","Oaz2","18247","ornithine decarboxylase antizyme 2",-0.029062028776158,9.07686546261439,-0.189696197801878,0.852563722941787,0.998896937370612,-4.71437714329217
"116","101001_at","Wls","68151","wntless WNT ligand secretion mediator",-0.141967321540657,8.07006948754309,-0.671978699296878,0.513709809833555,0.998896937370612,-4.66693538500763
"117","101002_at","Azin1","54375","antizyme inhibitor 1",-0.342839578960345,7.94538008149774,-1.38242164511979,0.190814750624579,0.998896937370612,-4.51972610975291
"118","101004_f_at","Srsf3","20383","serine/arginine-rich splicing factor 3",-0.102632808547918,7.25705779402225,-0.451043824796548,0.659609228842708,0.998896937370612,-4.69493044696373
"119","101007_at","Mknk2","17347","MAP kinase-interacting serine/threonine kinase 2",-0.131811306233457,10.2801165307661,-0.64702844591269,0.529205234559785,0.998896937370612,-4.67059386101647
"120","101008_at","Tcerg1","56070","transcription elongation regulator 1 (CA150)",-0.16533521350134,5.47969397915852,-1.20722762229794,0.249481380306545,0.998896937370612,-4.56254414686293
"121","101011_at","Cct4","12464","chaperonin containing Tcp1, subunit 4 (delta)",-0.299669891184113,9.32641726652868,-1.53107946350047,0.150420844287388,0.998896937370612,-4.48104129114435
"122","101016_at","Arf1","11840","ADP-ribosylation factor 1",-0.0529991014511726,11.4545656556016,-0.321830185002415,0.75284897098108,0.998896937370612,-4.70647299645935
"123","101019_at","Ctsc","13032","cathepsin C",-0.0850291865303223,6.2065137955299,-0.428969010001647,0.675176402349029,0.998896937370612,-4.69716315043977
"124","101023_f_at","Sdhaf1","68332","succinate dehydrogenase complex assembly factor 1",0.130616028555234,9.02955675383774,0.796838933196391,0.440276443290905,0.998896937370612,-4.64684526410824
"125","101028_i_at","Actc1","11464","actin, alpha, cardiac muscle 1",0.70882681538907,7.30088310359957,1.72129467488136,0.109596056112076,0.998896937370612,-4.42917021617207
"126","101030_at","Rhob","11852","ras homolog family member B",-0.0870099954909413,8.84901643746625,-0.495735154269794,0.628600373163491,0.998896937370612,-4.6900881248226
"127","101044_at","Alad","17025","aminolevulinate, delta-, dehydratase",0.136866156698281,9.07558685258071,0.89911838457117,0.385421495382141,0.998896937370612,-4.62829585365482
"128","101047_at","Cd99","673094","CD99 antigen",-0.380984505422523,8.94630548709639,-1.55961447104201,0.143563106513555,0.998896937370612,-4.47341095960633
"129","101053_at","Prpf6","68879","pre-mRNA splicing factor 6",-0.134549126790553,8.87860210526285,-0.727154351340818,0.480401818579504,0.998896937370612,-4.65841770651403
"130","101056_at","Rdx","19684","radixin",-0.234079604005741,9.0648982346668,-0.760912525174639,0.46068895427982,0.998896937370612,-4.65292292789284
"131","101058_at","Amy1","11722","amylase 1, salivary",-0.0969158317167551,7.20360045754428,-0.370055015694516,0.717476509818291,0.998896937370612,-4.70259861238999
"132","101059_at","Ndn","17984","necdin",0.17738534869946,6.37744310890058,0.762250724555272,0.459918098250978,0.998896937370612,-4.65270076295582
"133","101060_at","Pdia3","14827","protein disulfide isomerase associated 3",-0.11945387822741,6.25085465944383,-0.44215627556734,0.665857382853871,0.998896937370612,-4.69584209764998
"134","101065_at","Pcna","18538","proliferating cell nuclear antigen",-0.176570124127882,7.714513714098,-0.785842889338416,0.446461617748485,0.998896937370612,-4.6487303090524
"135","101067_at","Mrpl24","67707","mitochondrial ribosomal protein L24",0.00170704934822297,8.32093595190763,0.00944631006707451,0.992610716703563,0.998896937370612,-4.71860549157953
"136","101069_g_at","Mkrn1","54484","makorin, ring finger protein, 1",-0.137121568995937,7.02847633901175,-0.896024975619189,0.387009177996077,0.998896937370612,-4.62888303196127
"137","101071_at","Myh6","17888","myosin, heavy polypeptide 6, cardiac muscle, alpha",-0.218771768034716,5.48344208340485,-0.680741905007797,0.508330835050545,0.998896937370612,-4.66562161444011
"138","101082_at","Me1","17436","malic enzyme 1, NADP(+)-dependent, cytosolic",-0.372210855901255,9.90170407258198,-1.69007687376636,0.115542188578339,0.998896937370612,-4.43783137975146
"139","101088_f_at","Cnbp","12785","cellular nucleic acid binding protein",-0.175239651985885,10.7864060319389,-0.711183633597791,0.489905237317524,0.998896937370612,-4.66094289365964
"140","101089_at","Pdlim3","53318","PDZ and LIM domain 3",-0.32907249684105,9.57301294180757,-1.59116387269265,0.136295667903232,0.998896937370612,-4.46490696755667
"141","101090_at","Fbn1","14118","fibrillin 1",0.233268570900097,7.39641779985211,0.756575997641323,0.46319253226865,0.998896937370612,-4.65364060550486
"142","101091_at","Sumo1","22218","small ubiquitin-like modifier 1",-0.291616040997178,9.68820975863694,-0.893406810980806,0.388356436873351,0.998896937370612,-4.62937875864301
"143","101093_at","Col4a1","12826","collagen, type IV, alpha 1",0.105544318472965,8.9304393681778,0.670502882556199,0.514618948724599,0.998896937370612,-4.66715517085385
"144","101097_at","Mrpl21","353242","mitochondrial ribosomal protein L21",0.0182073437743204,7.77222790483818,0.0915902043599618,0.928461251316954,0.998896937370612,-4.71762593462221
"145","101110_at","Col6a3","12835","collagen, type VI, alpha 3",0.123155161202948,7.93238481246955,0.817257087751132,0.428938597617891,0.998896937370612,-4.64328762254159
"146","101128_at","Cacna1s","12292","calcium channel, voltage-dependent, L type, alpha 1S subunit",0.0738833395715517,10.376901387561,0.468548820137709,0.647380810423289,0.998896937370612,-4.69308488158494
"147","101129_at","Rpl5","100503670","ribosomal protein L5",-0.235475800123465,11.9691163630683,-1.31025746822493,0.213452137655304,0.998896937370612,-4.53776606394512
"148","101130_at","Col1a2","12843","collagen, type I, alpha 2",0.181842472250236,7.4530838167666,0.976098266324282,0.347353163726019,0.998896937370612,-4.6131832232401
"149","101137_at","Rps3","27050","ribosomal protein S3",-0.326407424787231,11.6129575707671,-1.61542359716188,0.13092601833186,0.998896937370612,-4.45832217737908
"150","101139_r_at","Prol1","17830","proline rich, lacrimal 1",0.124955385484391,5.21070716516677,0.811405437597736,0.432168308241724,0.998896937370612,-4.64431478634856
"151","101140_at","Htr1a","15550","5-hydroxytryptamine (serotonin) receptor 1A",-0.00307091830382777,5.98102464429013,-0.0211060696651099,0.983491042054592,0.998896937370612,-4.71856342337126
"152","101155_at","Hsf2","15500","heat shock factor 2",0.0731436211933731,4.80912384476614,0.479018013334747,0.640117809196683,0.998896937370612,-4.69194958342991
"153","101162_at","Myf5","17877","myogenic factor 5",-0.179718556748708,3.6829360110636,-1.13663339962591,0.276811189262985,0.998896937370612,-4.57878441413563
"154","101180_at","Atm","11920","ataxia telangiectasia mutated",0.143694374586793,5.79522246841489,0.764219419294965,0.458785525828452,0.998896937370612,-4.65237332684912
"155","101186_at","Ppnr","26930","per-pentamer repeat gene",0.0778845703265798,5.30613082765189,0.468062038008495,0.647719442105766,0.998896937370612,-4.69313709638367
"156","101212_at","Rps7","20115","ribosomal protein S7",-0.394781359698049,11.8348707662693,-1.71089064820797,0.11154694725789,0.998896937370612,-4.43206235694777
"157","101213_at","Rplp0","11837","ribosomal protein, large, P0",-0.105231268223845,12.5869984400451,-0.764862627150191,0.458415874692439,0.998896937370612,-4.6522661935017
"158","101305_at","Pou3f3","18993","POU domain, class 3, transcription factor 3",0.215029984375246,6.14214048524828,1.42113338113448,0.179510717493294,0.998896937370612,-4.50983843202076
"159","101325_r_at","Fbrs","14123","fibrosin",-0.0126559560616393,6.58030978658167,-0.0690599731938851,0.946023949376532,0.998896937370612,-4.71805298540718
"160","101367_at","Dctn1","13191","dynactin 1",0.0306946988977757,9.05284735174728,0.146421364126557,0.885901429740512,0.998896937370612,-4.71608796472616
"161","101370_at","Kpna1","16646","karyopherin (importin) alpha 1",-0.190666892345098,8.46016923499065,-1.00689994144442,0.332896384242787,0.998896937370612,-4.60687512692198
"162","101383_at","Tnnt1","21955","troponin T1, skeletal, slow",-0.013966571463099,9.31110016778977,-0.090226358796555,0.929523377544094,0.998896937370612,-4.71765518476849
"163","101394_at","Sgcg","24053","sarcoglycan, gamma (dystrophin-associated glycoprotein)",-0.0472820739204938,8.5074457839524,-0.211904592814026,0.83556481664561,0.998896937370612,-4.71332983992025
"164","101403_at","Ccl25","20300","chemokine (C-C motif) ligand 25",-0.0193383386226378,6.64253633775376,-0.102583183672909,0.919905620363772,0.998896937370612,-4.71737418921
"165","101408_at","Gamt","14431","guanidinoacetate methyltransferase",0.0206555876094185,7.73539600735236,0.125996635203031,0.901719399704111,0.998896937370612,-4.71674333273078
